fecha,p (mbar),T (degC),Tdew (degC),rh (%),wd (deg)
2014-01-18 10:00:00,980.64,3.63,1.72,87.3,145.3
2014-01-18 11:00:00,980.23,4.45,2.34,86.1,130.1
2014-01-18 12:00:00,979.51,5.83,2.96,81.7,140.8
2014-01-18 13:00:00,978.82,7.18,3.21,75.8,175.5
2014-01-18 14:00:00,978.56,7.9,3.51,73.7,120.9
2014-01-18 15:00:00,978.33,7.49,3.29,74.6,133.8
2014-01-18 16:00:00,978.42,6.51,3.0,78.2,191.6
2014-01-18 17:00:00,978.49,5.69,2.69,81.0,197.6
2014-01-18 18:00:00,978.54,4.55,2.4,85.9,194.1
2014-01-18 19:00:00,978.62,3.39,1.9,89.9,158.6
2014-01-18 20:00:00,978.2,1.97,1.14,94.2,215.4
2014-01-18 21:00:00,978.15,1.16,0.39,94.6,202.0
2014-01-18 22:00:00,977.7,1.0,0.42,95.9,211.6
2014-01-18 23:00:00,977.65,0.32,-0.49,94.3,147.7
2014-01-19 00:00:00,977.47,-0.55,-0.99,96.8,335.3
2014-01-19 01:00:00,977.13,-0.63,-0.87,98.2,5.29
2014-01-19 02:00:00,977.28,-0.93,-1.18,98.2,237.6
2014-01-19 03:00:00,976.72,-0.35,-0.54,98.6,194.7
2014-01-19 04:00:00,976.72,-0.03,-0.18,98.9,7.18
2014-01-19 05:00:00,976.33,0.65,0.56,99.4,233.3
2014-01-19 06:00:00,976.2,1.02,0.86,98.9,320.5
2014-01-19 07:00:00,976.06,1.62,1.51,99.2,9.26
2014-01-19 08:00:00,976.46,2.14,2.04,99.3,341.0
2014-01-19 09:00:00,976.73,1.8,1.75,99.6,262.8
2014-01-19 10:00:00,976.71,2.26,2.2,99.6,33.67
2014-01-19 11:00:00,976.48,3.07,3.02,99.6,352.7
2014-01-19 12:00:00,975.94,2.86,2.74,99.2,248.8
2014-01-19 13:00:00,975.78,3.42,3.35,99.5,197.4
2014-01-19 14:00:00,975.76,3.63,3.59,99.7,37.72
2014-01-19 15:00:00,976.1,3.7,3.66,99.7,45.46
2014-01-19 16:00:00,976.15,3.43,3.39,99.7,39.56
2014-01-19 17:00:00,976.27,3.21,3.18,99.8,46.49
2014-01-19 18:00:00,976.72,2.79,2.76,99.8,40.19
2014-01-19 19:00:00,976.75,2.63,2.61,99.9,37.06
2014-01-19 20:00:00,976.69,2.51,2.49,99.9,36.23
2014-01-19 21:00:00,976.86,2.33,2.33,100.0,42.04
2014-01-19 22:00:00,976.76,2.01,2.01,100.0,45.22
2014-01-19 23:00:00,976.82,1.53,1.53,100.0,25.2
2014-01-20 00:00:00,976.6,1.05,1.04,100.0,27.07
2014-01-20 01:00:00,976.4,0.69,0.69,100.0,33.95
2014-01-20 02:00:00,976.53,0.33,0.32,100.0,24.88
2014-01-20 03:00:00,976.6,0.22,0.21,100.0,36.36
2014-01-20 04:00:00,976.66,0.0,0.0,100.0,43.52
2014-01-20 05:00:00,976.1,-0.28,-0.28,100.0,26.28
2014-01-20 06:00:00,976.39,-0.38,-0.38,100.0,27.76
2014-01-20 07:00:00,977.03,-0.44,-0.44,100.0,37.31
2014-01-20 08:00:00,977.14,-0.53,-0.53,100.0,38.26
2014-01-20 09:00:00,977.4,-0.64,-0.64,100.0,36.0
2014-01-20 10:00:00,977.9,-0.8,-0.8,100.0,17.42
2014-01-20 11:00:00,978.24,-0.9,-0.9,100.0,32.05
2014-01-20 12:00:00,978.08,-1.14,-1.14,100.0,23.12
2014-01-20 13:00:00,978.3,-1.28,-1.28,100.0,27.46
2014-01-20 14:00:00,978.5,-1.31,-1.31,100.0,26.46
2014-01-20 15:00:00,979.1,-1.41,-1.42,99.9,23.37
2014-01-20 16:00:00,979.56,-1.31,-1.34,99.8,26.56
2014-01-20 17:00:00,979.97,-1.4,-1.41,99.9,24.55
2014-01-20 18:00:00,980.22,-1.33,-1.34,99.9,34.94
2014-01-20 19:00:00,980.34,-1.4,-1.43,99.8,24.59
2014-01-20 20:00:00,980.7,-1.4,-1.44,99.7,24.44
2014-01-20 21:00:00,980.97,-1.32,-1.36,99.7,45.05
2014-01-20 22:00:00,981.35,-1.18,-1.22,99.7,48.75
2014-01-20 23:00:00,981.4,-1.33,-1.38,99.6,33.92
2014-01-21 00:00:00,981.53,-1.27,-1.33,99.6,38.74
2014-01-21 01:00:00,981.53,-1.34,-1.39,99.6,28.7
2014-01-21 02:00:00,981.96,-1.27,-1.34,99.5,50.01
2014-01-21 03:00:00,982.27,-1.42,-1.5,99.4,39.09
2014-01-21 04:00:00,982.38,-1.47,-1.54,99.5,44.88
2014-01-21 05:00:00,982.43,-1.62,-1.7,99.4,34.35
2014-01-21 06:00:00,982.89,-1.59,-1.69,99.2,24.83
2014-01-21 07:00:00,983.0,-1.56,-1.67,99.2,47.31
2014-01-21 08:00:00,983.55,-1.52,-1.64,99.1,34.73
2014-01-21 09:00:00,984.12,-1.51,-1.74,98.3,25.0
2014-01-21 10:00:00,984.5,-1.39,-1.78,97.2,30.65
2014-01-21 11:00:00,984.65,-1.27,-1.89,95.5,42.92
2014-01-21 12:00:00,984.44,-1.33,-1.94,95.6,23.28
2014-01-21 13:00:00,984.34,-1.16,-1.97,94.2,37.32
2014-01-21 14:00:00,984.34,-1.0,-1.87,93.8,32.93
2014-01-21 15:00:00,984.68,-1.07,-1.84,94.5,29.78
2014-01-21 16:00:00,985.19,-1.03,-1.85,94.1,32.7
2014-01-21 17:00:00,985.49,-1.12,-1.9,94.4,22.25
2014-01-21 18:00:00,985.56,-1.03,-1.66,95.5,38.2
2014-01-21 19:00:00,985.93,-1.12,-1.57,96.7,30.19
2014-01-21 20:00:00,986.05,-1.01,-1.31,97.8,16.01
2014-01-21 21:00:00,986.16,-1.01,-1.24,98.3,27.15
2014-01-21 22:00:00,986.11,-1.0,-1.18,98.7,39.92
2014-01-21 23:00:00,986.31,-0.99,-1.15,98.8,34.0
2014-01-22 00:00:00,986.3,-1.05,-1.19,99.0,35.65
2014-01-22 01:00:00,986.1,-0.94,-1.05,99.2,35.78
2014-01-22 02:00:00,986.17,-1.07,-1.18,99.2,13.02
2014-01-22 03:00:00,986.2,-1.21,-1.31,99.2,9.4
2014-01-22 04:00:00,986.3,-1.23,-1.31,99.4,15.22
2014-01-22 05:00:00,986.49,-1.27,-1.35,99.4,24.15
2014-01-22 06:00:00,986.53,-1.34,-1.42,99.4,26.77
2014-01-22 07:00:00,986.56,-1.44,-1.53,99.4,36.64
2014-01-22 08:00:00,986.88,-1.7,-1.76,99.5,32.14
2014-01-22 09:00:00,987.2,-1.6,-1.71,99.2,29.5
2014-01-22 10:00:00,987.57,-1.38,-1.68,97.8,36.53
2014-01-22 11:00:00,987.78,-1.19,-1.86,95.2,32.66
2014-01-22 12:00:00,987.66,-1.0,-1.81,94.2,33.19
2014-01-22 13:00:00,987.53,-1.07,-1.69,95.5,39.03
2014-01-22 14:00:00,987.58,-1.19,-1.65,96.7,39.93
2014-01-22 15:00:00,987.87,-1.33,-1.89,96.0,32.16
2014-01-22 16:00:00,988.21,-1.27,-2.01,94.7,37.47
2014-01-22 17:00:00,988.63,-1.5,-2.3,94.2,34.75
2014-01-22 18:00:00,989.11,-1.83,-2.62,94.3,35.16
2014-01-22 19:00:00,989.45,-2.17,-2.86,95.0,35.92
2014-01-22 20:00:00,989.93,-2.41,-3.01,95.6,32.82
2014-01-22 21:00:00,989.96,-2.67,-3.19,96.2,29.78
2014-01-22 22:00:00,990.11,-2.86,-3.52,95.2,31.55
2014-01-22 23:00:00,990.3,-3.17,-3.93,94.4,34.93
2014-01-23 00:00:00,990.61,-3.32,-4.09,94.4,30.82
2014-01-23 01:00:00,990.27,-3.53,-4.41,93.6,31.73
2014-01-23 02:00:00,990.41,-3.69,-4.4,94.8,31.44
2014-01-23 03:00:00,990.72,-3.9,-4.54,95.3,30.59
2014-01-23 04:00:00,990.61,-4.14,-4.8,95.1,28.88
2014-01-23 05:00:00,990.76,-4.07,-4.79,94.7,29.8
2014-01-23 06:00:00,990.57,-4.08,-4.74,95.1,30.24
2014-01-23 07:00:00,990.65,-4.07,-4.79,94.7,30.95
2014-01-23 08:00:00,991.02,-3.98,-4.74,94.4,31.4
2014-01-23 09:00:00,991.15,-3.8,-4.69,93.5,39.77
2014-01-23 10:00:00,991.5,-3.39,-4.43,92.4,36.24
2014-01-23 11:00:00,991.26,-3.02,-4.2,91.5,21.44
2014-01-23 12:00:00,990.54,-2.73,-3.96,91.2,37.23
2014-01-23 13:00:00,990.12,-2.45,-3.81,90.3,36.44
2014-01-23 14:00:00,989.47,-2.18,-3.5,90.6,26.62
2014-01-23 15:00:00,989.0,-2.11,-3.13,92.7,36.19
2014-01-23 16:00:00,988.87,-1.89,-2.9,92.7,27.11
2014-01-23 17:00:00,988.68,-1.84,-2.91,92.3,35.84
2014-01-23 18:00:00,988.26,-2.01,-2.79,94.3,36.88
2014-01-23 19:00:00,987.68,-1.88,-2.62,94.7,15.65
2014-01-23 20:00:00,987.02,-1.77,-2.35,95.8,0.33
2014-01-23 21:00:00,986.55,-1.57,-2.06,96.4,245.6
2014-01-23 22:00:00,986.15,-1.3,-1.71,97.0,212.2
2014-01-23 23:00:00,985.68,-1.41,-1.78,97.3,296.0
2014-01-24 00:00:00,985.32,-1.74,-2.05,97.7,34.99
2014-01-24 01:00:00,984.78,-1.66,-1.9,98.2,21.9
2014-01-24 02:00:00,984.7,-1.75,-2.02,98.0,32.58
2014-01-24 03:00:00,984.57,-1.37,-1.63,98.1,211.8
2014-01-24 04:00:00,984.59,-1.97,-2.25,97.9,24.64
2014-01-24 05:00:00,984.67,-1.94,-2.17,98.3,351.6
2014-01-24 06:00:00,984.94,-1.94,-2.23,97.9,16.13
2014-01-24 07:00:00,985.6,-1.94,-2.25,97.7,21.16
2014-01-24 08:00:00,986.5,-2.21,-2.62,97.0,25.17
2014-01-24 09:00:00,987.27,-2.24,-2.91,95.1,28.57
2014-01-24 10:00:00,988.03,-2.24,-3.07,94.0,32.81
2014-01-24 11:00:00,988.62,-2.5,-3.37,93.7,32.45
2014-01-24 12:00:00,988.78,-2.63,-3.62,92.9,30.67
2014-01-24 13:00:00,989.17,-3.0,-3.92,93.3,32.9
2014-01-24 14:00:00,989.67,-3.15,-4.13,92.9,29.51
2014-01-24 15:00:00,990.2,-3.54,-4.57,92.5,20.27
2014-01-24 16:00:00,990.89,-4.07,-4.76,94.9,32.71
2014-01-24 17:00:00,991.67,-4.46,-5.13,95.0,25.74
2014-01-24 18:00:00,992.28,-4.84,-5.44,95.5,32.92
2014-01-24 19:00:00,992.97,-5.03,-5.62,95.6,52.37
2014-01-24 20:00:00,993.52,-5.17,-5.74,95.7,17.68
2014-01-24 21:00:00,993.59,-5.21,-5.75,95.9,43.74
2014-01-24 22:00:00,993.61,-5.5,-6.0,96.2,40.86
2014-01-24 23:00:00,993.78,-5.53,-6.02,96.3,35.27
2014-01-25 00:00:00,993.98,-5.82,-6.31,96.3,36.49
2014-01-25 01:00:00,993.72,-6.09,-6.53,96.7,40.26
2014-01-25 02:00:00,994.11,-6.35,-6.86,96.1,32.77
2014-01-25 03:00:00,994.69,-6.62,-7.18,95.7,39.0
2014-01-25 04:00:00,995.17,-6.91,-7.49,95.6,23.15
2014-01-25 05:00:00,995.16,-7.12,-7.73,95.4,36.4
2014-01-25 06:00:00,995.14,-7.28,-7.94,95.0,44.46
2014-01-25 07:00:00,995.43,-7.46,-8.18,94.5,56.59
2014-01-25 08:00:00,995.4,-7.84,-8.67,93.7,44.07
2014-01-25 09:00:00,995.33,-8.04,-8.95,93.1,34.91
2014-01-25 10:00:00,995.62,-7.9,-9.05,91.4,29.48
2014-01-25 11:00:00,995.42,-7.88,-9.25,89.8,29.7
2014-01-25 12:00:00,994.68,-7.82,-9.29,89.1,25.1
2014-01-25 13:00:00,994.04,-7.87,-9.47,88.2,36.9
2014-01-25 14:00:00,993.71,-7.97,-9.58,88.1,43.01
2014-01-25 15:00:00,993.57,-8.13,-9.71,88.3,47.28
2014-01-25 16:00:00,993.44,-8.4,-9.86,89.1,32.17
2014-01-25 17:00:00,993.05,-8.41,-9.87,89.1,100.7
2014-01-25 18:00:00,992.24,-8.43,-9.81,89.7,122.5
2014-01-25 19:00:00,990.74,-8.45,-9.87,89.4,146.3
2014-01-25 20:00:00,990.42,-8.38,-9.94,88.4,152.5
2014-01-25 21:00:00,989.38,-8.13,-9.78,87.8,168.6
2014-01-25 22:00:00,987.17,-8.34,-9.93,88.2,198.4
2014-01-25 23:00:00,985.11,-7.87,-9.49,88.0,191.4
2014-01-26 00:00:00,984.02,-7.64,-9.25,88.1,201.4
2014-01-26 01:00:00,982.12,-7.0,-8.63,88.0,197.6
2014-01-26 02:00:00,981.33,-6.57,-7.52,92.9,207.0
2014-01-26 03:00:00,980.54,-6.66,-7.41,94.3,12.98
2014-01-26 04:00:00,980.65,-6.18,-6.96,94.1,4.53
2014-01-26 05:00:00,980.95,-6.86,-7.79,93.0,3.7
2014-01-26 06:00:00,981.68,-7.65,-8.88,90.8,7.46
2014-01-26 07:00:00,982.67,-8.51,-9.84,90.0,14.5
2014-01-26 08:00:00,983.36,-9.44,-10.97,88.5,26.97
2014-01-26 09:00:00,984.09,-9.7,-11.27,88.2,31.05
2014-01-26 10:00:00,984.22,-9.92,-11.54,87.8,34.6
2014-01-26 11:00:00,984.19,-9.72,-11.47,86.9,30.01
2014-01-26 12:00:00,983.69,-9.38,-11.23,86.3,23.79
2014-01-26 13:00:00,983.21,-8.94,-10.81,86.2,27.23
2014-01-26 14:00:00,982.46,-8.82,-10.36,88.5,42.58
2014-01-26 15:00:00,982.01,-8.19,-9.5,90.2,87.9
2014-01-26 16:00:00,981.44,-7.63,-8.76,91.5,226.0
2014-01-26 17:00:00,980.57,-6.97,-7.97,92.5,191.0
2014-01-26 18:00:00,979.78,-6.66,-7.81,91.4,172.1
2014-01-26 19:00:00,978.75,-6.52,-7.59,92.1,207.9
2014-01-26 20:00:00,977.16,-6.36,-7.35,92.6,184.0
2014-01-26 21:00:00,975.69,-6.24,-7.2,92.8,172.0
2014-01-26 22:00:00,974.22,-5.88,-6.79,93.2,141.0
2014-01-26 23:00:00,972.95,-3.48,-4.65,91.5,178.0
2014-01-27 00:00:00,971.83,-3.39,-4.25,93.7,210.5
2014-01-27 01:00:00,970.18,-1.85,-2.89,92.6,198.8
2014-01-27 02:00:00,968.99,-0.31,-1.86,89.2,186.3
2014-01-27 03:00:00,968.19,-0.08,-1.55,89.8,173.3
2014-01-27 04:00:00,967.57,0.2,-1.21,90.2,177.2
2014-01-27 05:00:00,967.7,0.09,-0.62,94.9,186.1
2014-01-27 06:00:00,967.74,0.54,-0.22,94.6,170.0
2014-01-27 07:00:00,968.42,0.58,-0.09,95.3,176.9
2014-01-27 08:00:00,969.35,0.64,0.22,97.0,174.8
2014-01-27 09:00:00,970.06,1.4,0.68,94.9,358.1
2014-01-27 10:00:00,970.97,1.44,0.65,94.4,191.4
2014-01-27 11:00:00,971.19,3.25,1.68,89.4,76.6
2014-01-27 12:00:00,971.65,3.33,1.43,87.3,198.9
2014-01-27 13:00:00,971.96,4.55,1.15,78.5,206.9
2014-01-27 14:00:00,972.1,4.32,-0.49,70.8,224.9
2014-01-27 15:00:00,972.4,3.06,0.03,80.4,215.2
2014-01-27 16:00:00,972.79,2.98,-0.07,80.3,225.0
2014-01-27 17:00:00,972.94,2.64,-0.01,82.6,233.7
2014-01-27 18:00:00,973.5,0.88,-0.49,90.5,208.4
2014-01-27 19:00:00,973.9,1.81,-0.19,86.5,215.3
2014-01-27 20:00:00,974.41,0.32,-0.88,91.6,187.5
2014-01-27 21:00:00,974.53,0.05,-0.96,92.9,224.3
2014-01-27 22:00:00,974.85,0.33,-0.84,91.8,207.6
2014-01-27 23:00:00,974.88,-0.4,-1.26,93.9,206.7
2014-01-28 00:00:00,975.15,0.47,-0.81,91.1,205.8
2014-01-28 01:00:00,975.37,-0.17,-1.09,93.5,205.2
2014-01-28 02:00:00,975.47,-0.88,-1.89,92.8,185.2
2014-01-28 03:00:00,975.43,-0.76,-1.99,91.3,202.6
2014-01-28 04:00:00,975.23,-2.06,-2.83,94.4,206.2
2014-01-28 05:00:00,975.71,-1.41,-2.26,93.9,189.8
2014-01-28 06:00:00,976.12,-1.45,-2.43,93.0,245.4
2014-01-28 07:00:00,976.62,-1.68,-2.45,94.4,226.1
2014-01-28 08:00:00,977.27,-1.66,-2.74,92.3,209.1
2014-01-28 09:00:00,977.56,-0.95,-2.31,90.4,197.6
2014-01-28 10:00:00,977.7,0.53,-1.58,85.7,182.1
2014-01-28 11:00:00,977.54,1.26,-1.12,84.1,178.3
2014-01-28 12:00:00,976.95,2.16,-0.88,80.2,179.2
2014-01-28 13:00:00,976.78,2.72,-0.88,77.1,153.7
2014-01-28 14:00:00,976.46,2.81,-0.79,77.1,170.7
2014-01-28 15:00:00,976.23,2.65,-0.8,77.9,200.3
2014-01-28 16:00:00,976.25,2.27,-0.78,80.2,88.3
2014-01-28 17:00:00,976.32,1.43,-0.9,84.4,351.0
2014-01-28 18:00:00,976.21,0.61,-1.16,87.9,8.98
2014-01-28 19:00:00,976.35,0.33,-1.54,87.2,58.33
2014-01-28 20:00:00,976.45,-0.51,-2.36,87.2,22.92
2014-01-28 21:00:00,976.9,-1.83,-3.23,90.1,28.08
2014-01-28 22:00:00,977.05,-1.89,-3.01,92.0,50.08
2014-01-28 23:00:00,977.2,-1.94,-2.97,92.6,47.15
2014-01-29 00:00:00,977.27,-1.81,-3.05,91.2,74.5
2014-01-29 01:00:00,977.14,-1.53,-3.23,88.1,61.84
2014-01-29 02:00:00,977.12,-1.78,-3.33,89.1,41.5
2014-01-29 03:00:00,976.98,-2.71,-3.72,92.7,46.93
2014-01-29 04:00:00,977.1,-3.22,-4.11,93.5,49.47
2014-01-29 05:00:00,976.94,-3.77,-4.49,94.7,40.97
2014-01-29 06:00:00,977.08,-3.74,-4.6,93.7,36.64
2014-01-29 07:00:00,977.42,-3.95,-4.88,93.2,28.46
2014-01-29 08:00:00,977.79,-4.25,-5.04,94.2,33.48
2014-01-29 09:00:00,978.1,-4.59,-5.32,94.6,22.12
2014-01-29 10:00:00,978.28,-4.82,-5.6,94.2,25.21
2014-01-29 11:00:00,978.71,-4.69,-5.71,92.5,35.37
2014-01-29 12:00:00,978.43,-4.27,-5.54,90.8,31.28
2014-01-29 13:00:00,978.41,-3.96,-5.42,89.5,22.05
2014-01-29 14:00:00,978.41,-3.93,-5.44,89.2,32.73
2014-01-29 15:00:00,978.56,-3.94,-5.65,87.8,36.66
2014-01-29 16:00:00,978.95,-3.74,-5.51,87.4,36.81
2014-01-29 17:00:00,979.45,-3.75,-5.52,87.4,43.42
2014-01-29 18:00:00,979.97,-3.62,-5.41,87.3,62.49
2014-01-29 19:00:00,980.33,-3.65,-5.31,88.2,31.37
2014-01-29 20:00:00,980.44,-3.41,-5.02,88.5,18.57
2014-01-29 21:00:00,980.83,-3.34,-4.93,88.7,10.62
2014-01-29 22:00:00,981.26,-3.4,-5.0,88.6,8.21
2014-01-29 23:00:00,981.49,-3.31,-4.92,88.5,356.6
2014-01-30 00:00:00,981.81,-3.07,-4.68,88.6,8.4
2014-01-30 01:00:00,981.45,-2.84,-4.4,88.9,359.2
2014-01-30 02:00:00,981.48,-2.37,-4.27,86.7,357.8
2014-01-30 03:00:00,981.95,-1.92,-4.15,84.6,223.0
2014-01-30 04:00:00,982.17,-1.93,-4.18,84.5,214.8
2014-01-30 05:00:00,982.37,-1.69,-4.12,83.4,18.44
2014-01-30 06:00:00,982.67,-1.43,-4.18,81.4,152.9
2014-01-30 07:00:00,982.92,-1.47,-4.74,78.3,166.3
2014-01-30 08:00:00,983.44,-1.67,-4.77,79.3,167.6
2014-01-30 09:00:00,983.6,-1.37,-4.47,79.3,149.4
2014-01-30 10:00:00,983.85,-0.39,-4.34,74.5,115.0
2014-01-30 11:00:00,983.74,0.53,-4.08,71.1,171.1
2014-01-30 12:00:00,983.6,1.51,-3.83,67.47,181.5
2014-01-30 13:00:00,983.32,2.62,-3.61,63.37,140.0
2014-01-30 14:00:00,983.4,2.61,-3.73,62.81,175.2
2014-01-30 15:00:00,983.54,2.31,-3.86,63.59,137.1
2014-01-30 16:00:00,983.31,0.88,-4.64,66.41,159.3
2014-01-30 17:00:00,983.69,-0.47,-4.96,71.5,158.8
2014-01-30 18:00:00,983.78,-1.32,-5.14,75.1,177.5
2014-01-30 19:00:00,983.7,-1.87,-5.31,77.2,189.1
2014-01-30 20:00:00,983.28,-2.23,-5.74,76.7,204.2
2014-01-30 21:00:00,983.14,-2.87,-5.63,81.2,219.0
2014-01-30 22:00:00,982.43,-3.32,-5.56,84.4,359.7
2014-01-30 23:00:00,983.16,-3.48,-5.73,84.3,18.59
2014-01-31 00:00:00,982.61,-3.61,-5.66,85.6,352.9
2014-01-31 01:00:00,982.7,-3.42,-5.55,85.1,9.01
2014-01-31 02:00:00,982.06,-3.47,-5.51,85.7,288.7
2014-01-31 03:00:00,982.35,-3.82,-5.72,86.5,249.2
2014-01-31 04:00:00,981.93,-3.33,-5.34,85.9,228.3
2014-01-31 05:00:00,982.0,-3.52,-5.29,87.5,146.1
2014-01-31 06:00:00,981.93,-3.52,-5.23,87.9,92.1
2014-01-31 07:00:00,982.22,-4.09,-5.47,90.1,343.4
2014-01-31 08:00:00,982.79,-3.55,-4.96,89.9,61.92
2014-01-31 09:00:00,982.27,-2.89,-4.48,88.7,183.3
2014-01-31 10:00:00,982.85,-1.93,-4.07,85.2,232.0
2014-01-31 11:00:00,982.93,0.97,-2.88,75.3,164.5
2014-01-31 12:00:00,983.1,2.53,-1.91,72.4,161.2
2014-01-31 13:00:00,982.73,4.18,-1.1,68.34,80.0
2014-01-31 14:00:00,982.37,2.79,-1.46,73.5,27.62
2014-01-31 15:00:00,982.61,2.74,-1.5,73.5,353.8
2014-01-31 16:00:00,983.32,1.69,-1.71,78.0,30.12
2014-01-31 17:00:00,984.08,0.71,-1.94,82.3,267.0
2014-01-31 18:00:00,984.13,0.12,-2.03,85.4,236.3
2014-01-31 19:00:00,983.74,0.12,-1.42,89.3,217.8
2014-01-31 20:00:00,983.38,-0.16,-1.52,90.5,191.2
2014-01-31 21:00:00,983.07,-0.2,-1.56,90.5,186.6
2014-01-31 22:00:00,982.64,-0.92,-1.96,92.6,193.2
2014-01-31 23:00:00,982.01,0.14,-1.21,90.6,167.5
2014-02-01 00:00:00,981.65,0.36,-1.02,90.4,188.1
2014-02-01 01:00:00,981.23,0.35,-1.14,89.7,181.9
2014-02-01 02:00:00,980.72,0.17,-1.21,90.4,187.4
2014-02-01 03:00:00,980.12,0.35,-1.14,89.7,194.3
2014-02-01 04:00:00,979.46,0.15,-1.23,90.4,181.4
2014-02-01 05:00:00,978.79,0.84,-0.91,88.0,170.8
2014-02-01 06:00:00,978.45,1.14,-0.97,85.7,162.8
2014-02-01 07:00:00,978.33,0.56,-1.21,87.8,170.6
2014-02-01 08:00:00,978.54,0.88,-0.93,87.6,160.9
2014-02-01 09:00:00,978.32,1.88,-0.41,84.7,167.9
2014-02-01 10:00:00,977.97,3.76,0.51,79.2,137.3
2014-02-01 11:00:00,977.25,5.02,0.73,73.7,151.1
2014-02-01 12:00:00,976.95,6.93,1.36,67.54,165.5
2014-02-01 13:00:00,976.7,8.2,1.94,64.54,154.8
2014-02-01 14:00:00,976.89,8.25,2.21,65.62,185.0
2014-02-01 15:00:00,977.28,7.67,2.38,69.07,200.1
2014-02-01 16:00:00,978.1,7.61,2.57,70.3,94.2
2014-02-01 17:00:00,978.65,6.54,1.74,71.3,221.7
2014-02-01 18:00:00,978.72,6.19,1.13,69.9,232.8
2014-02-01 19:00:00,979.16,5.11,1.3,76.3,207.6
2014-02-01 20:00:00,980.03,4.5,1.23,79.2,230.5
2014-02-01 21:00:00,980.58,3.39,1.22,85.6,162.5
2014-02-01 22:00:00,980.82,3.6,1.27,84.7,172.2
2014-02-01 23:00:00,981.35,3.21,1.28,87.1,208.7
2014-02-02 00:00:00,981.74,2.87,1.2,88.7,214.6
2014-02-02 01:00:00,982.34,2.6,1.11,89.9,215.0
2014-02-02 02:00:00,982.39,2.67,1.23,90.2,205.3
2014-02-02 03:00:00,982.5,2.78,1.28,89.8,236.7
2014-02-02 04:00:00,982.93,2.4,1.15,91.4,220.2
2014-02-02 05:00:00,983.19,2.18,1.45,94.9,228.4
2014-02-02 06:00:00,983.75,1.67,1.02,95.4,193.9
2014-02-02 07:00:00,984.3,1.7,1.25,96.8,232.4
2014-02-02 08:00:00,985.12,1.8,1.45,97.5,345.1
2014-02-02 09:00:00,985.92,1.62,1.24,97.3,145.8
2014-02-02 10:00:00,986.66,2.11,1.77,97.6,132.4
2014-02-02 11:00:00,987.52,2.3,1.93,97.4,143.1
2014-02-02 12:00:00,987.83,2.99,2.63,97.5,179.9
2014-02-02 13:00:00,988.09,3.66,3.26,97.2,153.6
2014-02-02 14:00:00,988.52,4.13,3.52,95.8,154.7
2014-02-02 15:00:00,988.69,4.07,3.23,94.2,156.7
2014-02-02 16:00:00,989.24,3.92,3.17,94.8,171.1
2014-02-02 17:00:00,989.73,3.46,2.89,96.0,205.6
2014-02-02 18:00:00,990.49,3.03,2.61,97.1,204.6
2014-02-02 19:00:00,991.17,2.87,2.53,97.6,210.2
2014-02-02 20:00:00,991.3,2.55,2.27,98.0,212.2
2014-02-02 21:00:00,991.61,1.69,1.28,97.1,207.0
2014-02-02 22:00:00,992.2,1.38,1.03,97.5,209.0
2014-02-02 23:00:00,992.25,0.71,0.47,98.3,224.7
2014-02-03 00:00:00,992.36,0.26,0.11,98.9,222.7
2014-02-03 01:00:00,992.19,0.07,-0.05,99.1,207.0
2014-02-03 02:00:00,992.21,-0.04,-0.14,99.3,228.0
2014-02-03 03:00:00,992.2,-0.5,-0.59,99.3,233.9
2014-02-03 04:00:00,992.1,-0.43,-0.5,99.5,196.6
2014-02-03 05:00:00,991.97,-0.79,-0.86,99.5,148.3
2014-02-03 06:00:00,991.21,-0.61,-0.63,99.8,331.2
2014-02-03 07:00:00,990.6,-0.47,-0.5,99.8,181.7
2014-02-03 08:00:00,990.11,-0.37,-0.37,100.0,114.6
2014-02-03 09:00:00,989.93,-0.31,-0.34,99.8,351.0
2014-02-03 10:00:00,989.51,0.26,0.21,99.6,239.0
2014-02-03 11:00:00,988.65,1.38,1.3,99.4,37.5
2014-02-03 12:00:00,987.72,2.9,2.74,98.9,140.3
2014-02-03 13:00:00,986.69,3.32,2.69,95.6,119.3
2014-02-03 14:00:00,985.96,3.02,0.39,82.8,163.0
2014-02-03 15:00:00,985.4,2.49,0.0,83.5,179.5
2014-02-03 16:00:00,985.15,2.1,-0.81,81.0,160.4
2014-02-03 17:00:00,984.86,1.39,-1.37,81.8,157.9
2014-02-03 18:00:00,984.69,0.7,-1.76,83.5,176.0
2014-02-03 19:00:00,984.38,0.74,-1.95,82.1,165.2
2014-02-03 20:00:00,984.08,-0.03,-2.17,85.4,186.7
2014-02-03 21:00:00,983.88,-0.41,-2.43,86.1,196.7
2014-02-03 22:00:00,983.88,-0.59,-2.63,86.0,188.9
2014-02-03 23:00:00,983.83,-0.52,-2.7,85.1,190.9
2014-02-04 00:00:00,983.98,-0.46,-2.74,84.5,172.3
2014-02-04 01:00:00,983.63,-0.61,-2.78,85.2,182.6
2014-02-04 02:00:00,983.62,-0.45,-2.69,84.7,164.2
2014-02-04 03:00:00,983.37,-0.55,-2.77,84.9,202.4
2014-02-04 04:00:00,983.7,-0.62,-2.83,84.9,191.5
2014-02-04 05:00:00,984.04,-0.66,-2.82,85.2,198.5
2014-02-04 06:00:00,984.25,-0.26,-2.67,83.7,186.9
